"code_module","code_presentation","id_student","id_site","date","sum_click"
"CCC","2014B",588274,729683,163,1
"BBB","2014B",601356,768429,8,1
"BBB","2014B",604962,768348,136,1
"DDD","2014B",628835,773033,45,1
"DDD","2014B",634420,772729,125,13
"CCC","2014B",490769,729671,95,1
"FFF","2014B",407500,779089,-18,2
"BBB","2014B",606313,768348,65,17
"FFF","2014B",619341,779089,25,18
"FFF","2014B",615426,779408,52,4
"GGG","2014B",597037,798833,93,1
"BBB","2014B",619161,768396,-1,2
"FFF","2014B",610094,779076,171,1
"CCC","2014B",630086,729671,147,4
"FFF","2014B",626765,779089,51,3
"FFF","2014B",30531,779075,44,3
"FFF","2014B",604698,779668,16,1
"CCC","2014B",1095916,730007,107,1
"DDD","2014B",387963,772998,158,1
"FFF","2014B",633745,779344,115,3
"DDD","2014B",634106,773001,-13,1
"CCC","2014B",609229,729678,44,1
"DDD","2014B",498793,772729,48,4
"DDD","2014B",546025,773152,60,1
"GGG","2014B",81754,798622,-5,3
"CCC","2014B",1470291,729671,38,1
"CCC","2014B",580525,730035,20,1
"BBB","2014B",588039,768351,31,1
"CCC","2014B",532020,729787,17,2
"FFF","2014B",618004,779447,25,5
"GGG","2014B",612797,798622,158,5
"FFF","2014B",422697,779076,135,1
"BBB","2014B",629886,768624,184,1
"DDD","2014B",597839,773455,-7,1
"CCC","2014B",625014,729794,93,3
"CCC","2014B",374756,730075,41,3
"CCC","2014B",40333,729671,11,10
"BBB","2014B",633590,768348,138,1
"FFF","2014B",489137,779080,22,2
"BBB","2014B",327003,768348,148,4
"FFF","2014B",604698,779075,83,1
"BBB","2014B",565869,768393,152,2
"BBB","2014B",607953,768376,42,7
"EEE","2014B",604172,790732,135,3
"CCC","2014B",634500,729791,58,2
"DDD","2014B",625035,773151,39,1
"EEE","2014B",632074,790829,208,1
"BBB","2014B",444221,768338,58,1
"FFF","2014B",585921,779269,72,1
"FFF","2014B",539444,779625,15,1
"CCC","2014B",2147620,729779,56,1
"BBB","2014B",60416,768348,157,4
"CCC","2014B",631772,729683,19,2
"DDD","2014B",631851,772705,204,7
"FFF","2014B",2345438,779668,25,1
"FFF","2014B",2606890,779477,15,1
"DDD","2014B",426297,773104,110,1
"FFF","2014B",629655,779080,-9,1
"DDD","2014B",599134,772994,123,2
"FFF","2014B",414258,779259,129,1
"CCC","2014B",551856,730070,18,2
"DDD","2014B",546584,773155,109,7
"FFF","2014B",498266,779351,47,2
"BBB","2014B",626352,768419,190,1
"GGG","2014B",632559,798622,126,6
"EEE","2014B",573558,790934,112,3
"DDD","2014B",632680,773112,215,1
"FFF","2014B",616688,779075,5,4
"FFF","2014B",516770,779075,190,1
"FFF","2014B",552284,779440,165,2
"BBB","2014B",60830,768348,103,14
"FFF","2014B",560496,779625,199,2
"CCC","2014B",356523,730050,43,2
"EEE","2014B",633544,790861,117,3
"DDD","2014B",632814,772735,-16,1
"EEE","2014B",627450,790843,162,4
"CCC","2014B",576413,730075,92,2
"BBB","2014B",625857,768499,12,2
"FFF","2014B",167106,779612,226,1
"DDD","2014B",536941,773171,210,1
"BBB","2014B",632682,768351,109,4
"BBB","2014B",617012,768474,-9,2
"BBB","2014B",89092,768341,61,1
"BBB","2014B",622132,768377,75,1
"DDD","2014B",569944,773297,57,2
"BBB","2014B",628006,768340,213,1
"FFF","2014B",634500,779089,100,1
"GGG","2014B",624795,798832,212,1
"GGG","2014B",447475,798620,109,3
"BBB","2014B",485980,768607,127,1
"DDD","2014B",443861,773160,156,1
"CCC","2014B",612814,730007,81,2
"FFF","2014B",597662,779613,96,1
"FFF","2014B",618004,779647,113,1
"FFF","2014B",632044,779260,7,1
"BBB","2014B",447184,768783,22,1
"CCC","2014B",569080,729783,211,2
"FFF","2014B",484223,779269,101,1
"CCC","2014B",601949,730031,227,1
"CCC","2014B",483275,729787,18,1
"GGG","2014B",96423,798622,185,1
"DDD","2014B",35502,773269,0,1
"FFF","2014B",632044,779697,140,2
"EEE","2014B",617365,790934,123,1
"DDD","2014B",624610,773128,87,2
"FFF","2014B",615429,779427,23,19
"FFF","2014B",627692,779653,225,2
"GGG","2014B",622432,798618,86,4
"DDD","2014B",2087698,772733,44,1
"BBB","2014B",632704,768412,149,3
"FFF","2014B",614181,779369,97,5
"BBB","2014B",618205,768348,132,3
"FFF","2014B",518359,779075,24,1
"FFF","2014B",155158,779705,6,1
"EEE","2014B",571128,790738,17,1
"CCC","2014B",571129,730007,184,4
"BBB","2014B",483485,768351,29,1
"FFF","2014B",613459,779668,86,1
"BBB","2014B",620128,768331,208,1
"FFF","2014B",1875728,779080,12,5
"FFF","2014B",629692,779665,150,1
"CCC","2014B",1739026,730116,117,1
"CCC","2014B",584191,729676,18,2
"BBB","2014B",242390,768337,15,1
"FFF","2014B",1683803,779665,149,1
"BBB","2014B",1406920,768351,219,3
"FFF","2014B",499813,779265,212,1
"DDD","2014B",630596,773131,131,4
"GGG","2014B",496978,798637,196,1
"CCC","2014B",441540,729671,32,8
"CCC","2014B",471580,729676,3,1
"GGG","2014B",596513,798622,177,5
"FFF","2014B",618662,779831,4,1
"DDD","2014B",2558463,772990,24,1
"FFF","2014B",629603,779346,214,10
"CCC","2014B",609229,730047,156,1
"FFF","2014B",630966,779623,-11,7
"CCC","2014B",231339,729680,213,1
"CCC","2014B",1474869,730132,-3,3
"BBB","2014B",568370,768340,186,1
"GGG","2014B",610127,798833,221,2
"CCC","2014B",544839,730134,-14,1
"CCC","2014B",631044,730116,149,1
"DDD","2014B",612000,773008,139,1
"DDD","2014B",634351,772705,229,3
"CCC","2014B",473965,729817,199,2
"FFF","2014B",631524,779620,25,3
"CCC","2014B",284812,729790,42,1
"DDD","2014B",498793,773360,27,1
"EEE","2014B",610234,790732,-12,3
"EEE","2014B",2026585,790732,228,2
"FFF","2014B",85874,779452,-16,4
"BBB","2014B",2437428,768484,59,1
"FFF","2014B",598713,779265,221,59
"DDD","2014B",579711,772999,228,7
"CCC","2014B",624060,729683,16,9
"EEE","2014B",612327,790737,30,1
"CCC","2014B",628565,730086,100,1
"BBB","2014B",470331,768376,202,2
"FFF","2014B",631853,779089,126,3
"GGG","2014B",625376,798636,195,13
"DDD","2014B",618295,772991,46,1
"EEE","2014B",633746,790732,221,3
"BBB","2014B",624406,768348,36,11
"FFF","2014B",633773,779401,86,16
"FFF","2014B",621971,779440,135,1
"DDD","2014B",468386,772705,46,3
"BBB","2014B",612919,768348,162,1
"FFF","2014B",623438,779359,164,1
"EEE","2014B",623864,790921,152,1
"CCC","2014B",291805,729671,118,3
"FFF","2014B",628174,779266,70,1
"CCC","2014B",308391,729791,32,2
"DDD","2014B",2694886,772729,227,3
"CCC","2014B",2064873,729784,213,42
"FFF","2014B",348855,779262,105,1
"EEE","2014B",2632165,790863,111,4
"EEE","2014B",634193,790815,81,3
"CCC","2014B",438313,729671,13,10
"CCC","2014B",566670,729785,208,3
"CCC","2014B",472087,730107,173,1
"FFF","2014B",484675,779351,73,22
"DDD","2014B",189442,773002,13,2
"FFF","2014B",617382,779274,181,2
"FFF","2014B",624197,779413,117,2
"BBB","2014B",634928,768376,47,10
"DDD","2014B",440331,772733,143,2
"CCC","2014B",353804,729789,15,31
"BBB","2014B",612756,768414,175,1
"BBB","2014B",620128,768336,106,2
"CCC","2014B",630047,729779,61,2
"EEE","2014B",447235,790838,42,1
"GGG","2014B",630881,798731,9,1
"CCC","2014B",1855583,729788,125,1
"EEE","2014B",612327,790808,19,4
"BBB","2014B",60416,768348,136,7
"DDD","2014B",583053,773396,21,2
"DDD","2014B",616952,773455,129,1
"FFF","2014B",626644,779648,-17,1
"FFF","2014B",626103,779089,117,2
"FFF","2014B",539444,779264,144,1
"DDD","2014B",598102,772703,157,1
"FFF","2014B",2666831,779076,15,2
"EEE","2014B",634600,790845,130,8
"FFF","2014B",416302,779075,47,1
"DDD","2014B",2648035,772991,53,10
"FFF","2014B",2532785,779075,204,1
"DDD","2014B",2306519,773313,10,1
"EEE","2014B",197730,790838,59,12
"BBB","2014B",327003,768336,193,1
"EEE","2014B",617355,790732,29,4
"GGG","2014B",627773,798669,93,3
"FFF","2014B",628117,779262,223,1
"DDD","2014B",2558463,773101,115,1
"CCC","2014B",251385,729676,61,1
"CCC","2014B",577502,729671,217,3
"DDD","2014B",2661162,773008,117,3
"DDD","2014B",1962854,773362,201,1
"CCC","2014B",593995,730070,178,1
"CCC","2014B",517999,729671,109,1
"CCC","2014B",1763378,729789,17,1
"DDD","2014B",88910,773028,23,1
"CCC","2014B",2289032,730057,6,1
"FFF","2014B",584884,779384,23,6
"FFF","2014B",499813,779331,53,1
"CCC","2014B",253859,729676,10,2
"FFF","2014B",487314,779080,13,1
"FFF","2014B",266536,779264,226,1
"EEE","2014B",585662,790822,142,8
"FFF","2014B",627595,779089,-1,2
"DDD","2014B",629454,773471,71,1
"DDD","2014B",626885,772735,29,2
"DDD","2014B",629710,772987,159,8
"CCC","2014B",524128,729678,199,1
"BBB","2014B",555015,768377,72,1
"DDD","2014B",291005,773302,27,1
"FFF","2014B",1006742,779080,0,5
"DDD","2014B",631131,773162,174,1
"DDD","2014B",581648,773029,125,1
"CCC","2014B",2433069,729678,81,2
"CCC","2014B",75728,729790,-1,2
"FFF","2014B",2634654,779429,85,1
"BBB","2014B",557029,768351,96,1
"DDD","2014B",558029,772729,123,3
"CCC","2014B",338731,730035,44,2
"CCC","2014B",625128,730054,-17,1
"CCC","2014B",575166,729682,66,1
"FFF","2014B",494433,779631,129,1
"BBB","2014B",444561,768336,103,1
"GGG","2014B",599276,798673,161,1
"CCC","2014B",478550,729683,116,1
"DDD","2014B",1612600,772705,84,2
"DDD","2014B",228272,773301,-18,1
"EEE","2014B",185057,790732,27,4
"CCC","2014B",551267,729671,228,4
"DDD","2014B",623514,773096,108,1
"DDD","2014B",561503,773024,28,1
"CCC","2014B",550545,730017,96,2
"FFF","2014B",632316,779382,169,8
"CCC","2014B",627784,730035,44,1
"FFF","2014B",612740,779637,165,1
"FFF","2014B",342125,779658,194,1
"FFF","2014B",632044,779089,46,10
"FFF","2014B",470619,779653,21,2
"FFF","2014B",570264,779075,7,4
"CCC","2014B",311616,729678,88,2
"CCC","2014B",572854,730050,55,2
"CCC","2014B",585900,729671,21,1
"BBB","2014B",391153,768536,10,1
"CCC","2014B",634816,730031,227,9
"CCC","2014B",579343,729683,51,6
"FFF","2014B",203568,779349,25,24
"EEE","2014B",366424,790934,221,1
"EEE","2014B",577460,790740,150,1
"CCC","2014B",572438,729785,207,1
"FFF","2014B",2209846,779379,0,1
"CCC","2014B",420935,729787,10,1
"FFF","2014B",615225,779623,4,2
"EEE","2014B",574523,790828,113,11
"EEE","2014B",634318,790820,5,2
"FFF","2014B",2569942,779652,123,1
"FFF","2014B",435446,779652,86,3
"FFF","2014B",628152,779354,130,1
"CCC","2014B",624445,730007,225,1
"BBB","2014B",288967,768351,216,1
"DDD","2014B",626679,773164,-8,1
"CCC","2014B",556295,730010,18,1
"FFF","2014B",632991,779653,26,2
"BBB","2014B",594061,768336,98,1
"CCC","2014B",362223,730035,100,1
"CCC","2014B",2087182,729671,52,1
"FFF","2014B",604698,779623,38,1
"BBB","2014B",60830,768336,92,1
"EEE","2014B",623797,790847,11,1
"FFF","2014B",502501,779089,151,1
"EEE","2014B",634578,790737,1,5
"FFF","2014B",117510,779089,99,4
"EEE","2014B",525332,790738,40,1
"FFF","2014B",305918,779089,121,4
"CCC","2014B",351328,730069,15,1
"CCC","2014B",298040,729671,195,3
"CCC","2014B",383372,729671,37,4
"FFF","2014B",634539,779089,83,1
"BBB","2014B",630028,768378,116,2
"EEE","2014B",486836,790863,122,1
"FFF","2014B",474677,779089,6,3
"CCC","2014B",1930644,730007,41,1
"FFF","2014B",612545,779652,132,1
"BBB","2014B",508470,768336,43,1
"EEE","2014B",629753,790861,99,7
"CCC","2014B",577236,730104,166,1
"EEE","2014B",338854,790738,10,1
"FFF","2014B",526303,779671,85,1
"DDD","2014B",472257,772705,128,2
"FFF","2014B",618412,779440,170,23
"DDD","2014B",239459,773034,233,1
"BBB","2014B",2571054,768381,151,9
"DDD","2014B",624610,772729,59,3
"DDD","2014B",616658,772729,119,3
"FFF","2014B",627280,779556,3,1
"DDD","2014B",630432,772729,-5,1
"CCC","2014B",536170,729683,190,2
"GGG","2014B",622570,798633,144,1
"FFF","2014B",498006,779342,212,4
"CCC","2014B",634816,730088,226,3
"FFF","2014B",633047,779344,130,19
"FFF","2014B",631327,779671,113,1
"BBB","2014B",626386,768393,16,1
"FFF","2014B",630655,779619,9,1
"CCC","2014B",1753458,730014,21,1
"EEE","2014B",618777,790866,141,4
"BBB","2014B",599132,768351,76,2
"EEE","2014B",185057,790866,135,2
"FFF","2014B",605312,779620,8,2
"FFF","2014B",624751,779395,60,11
"BBB","2014B",613355,768351,40,1
"CCC","2014B",2686578,730035,16,1
"FFF","2014B",559876,779279,136,1
"FFF","2014B",621441,779581,27,2
"FFF","2014B",628561,779668,84,1
"CCC","2014B",629500,729671,30,1
"BBB","2014B",487002,768348,8,11
"CCC","2014B",2088765,729674,127,1
"CCC","2014B",261615,729671,157,6
"BBB","2014B",580688,768376,34,2
"CCC","2014B",509183,729798,95,4
"EEE","2014B",557700,790837,50,3
"CCC","2014B",588676,729779,24,2
"FFF","2014B",569065,779651,-18,1
"FFF","2014B",634924,779392,143,5
"DDD","2014B",618683,773367,-16,1
"GGG","2014B",617909,798626,177,1
"FFF","2014B",542557,779075,75,1
"FFF","2014B",483389,779652,129,1
"EEE","2014B",617355,790738,7,6
"FFF","2014B",622278,779259,31,25
"GGG","2014B",556406,798627,208,3
"FFF","2014B",633328,779678,167,2
"CCC","2014B",589525,729671,209,4
"EEE","2014B",627168,790853,27,5
"EEE","2014B",577245,790839,13,6
"DDD","2014B",628835,773112,206,5
"CCC","2014B",525832,729783,145,2
"CCC","2014B",244977,729779,38,10
"BBB","2014B",626245,768351,14,5
"BBB","2014B",247513,768336,191,2
"DDD","2014B",611377,772729,39,2
"CCC","2014B",180976,730007,117,1
"FFF","2014B",547413,779075,10,1
"FFF","2014B",617740,779674,108,1
"GGG","2014B",631189,798669,117,5
"DDD","2014B",599134,773008,123,2
"CCC","2014B",630606,730035,11,1
"FFF","2014B",499813,779263,166,4
"CCC","2014B",358075,729671,32,2
"DDD","2014B",623514,773340,197,2
"EEE","2014B",609645,790732,66,4
"CCC","2014B",170864,729678,119,3
"CCC","2014B",1774071,729810,98,9
"EEE","2014B",631453,790732,12,5
"BBB","2014B",635122,768351,49,2
"EEE","2014B",478791,790822,135,5
"CCC","2014B",2564333,729671,18,7
"EEE","2014B",469861,790839,68,1
"BBB","2014B",561060,768382,116,18
"FFF","2014B",616646,779089,9,5
"FFF","2014B",2437930,779672,43,1
"BBB","2014B",437565,768348,75,2
"BBB","2014B",506622,768348,122,12
"DDD","2014B",621883,773402,95,4
"EEE","2014B",615242,790933,-18,1
"FFF","2014B",2437930,779263,114,1
"CCC","2014B",635034,729676,66,1
"DDD","2014B",360759,773269,0,1
"FFF","2014B",613676,779259,21,1
"FFF","2014B",572154,779346,180,2
"EEE","2014B",578541,790839,65,16
"CCC","2014B",445777,729678,183,1
"DDD","2014B",228272,773115,226,1
"EEE","2014B",524386,790820,23,1
"CCC","2014B",618824,730024,60,1
"DDD","2014B",620608,772994,129,2
"CCC","2014B",576383,729678,104,1
"DDD","2014B",493296,773127,59,1
"FFF","2014B",502501,779399,204,5
"EEE","2014B",633695,790738,86,1
"GGG","2014B",617238,798731,-3,1
"EEE","2014B",617355,790737,75,2
"BBB","2014B",625124,768351,46,2
"FFF","2014B",2681270,779264,185,16
"CCC","2014B",613501,729671,48,1
"FFF","2014B",617678,779076,1,1
"DDD","2014B",2416424,772999,115,2
"CCC","2014B",589390,729830,143,1
"EEE","2014B",1661805,790808,27,7
"BBB","2014B",570437,768348,128,3
"FFF","2014B",564632,779075,117,3
"FFF","2014B",2532785,779427,1,3
"EEE","2014B",626055,790853,50,1
"CCC","2014B",613133,729678,38,2
"FFF","2014B",621722,779089,85,5
"CCC","2014B",420935,729780,227,1
"FFF","2014B",2606890,779075,141,3
"FFF","2014B",630015,779333,49,1
"FFF","2014B",628114,779694,25,4
"BBB","2014B",597316,768376,39,2
"FFF","2014B",616688,779675,8,2
"BBB","2014B",63721,768351,90,4
"DDD","2014B",627638,772729,30,2
"BBB","2014B",622132,768341,51,3
"FFF","2014B",1465407,779089,128,1
"FFF","2014B",418218,779075,26,3
"FFF","2014B",416302,779413,107,51
"FFF","2014B",603972,779614,86,1
"CCC","2014B",582950,730035,99,1
"GGG","2014B",619945,798833,9,2
"EEE","2014B",626055,790808,15,2
"DDD","2014B",539588,773457,24,2
"GGG","2014B",630108,798622,217,24
"GGG","2014B",481762,798678,145,1
"FFF","2014B",632513,779089,59,1
"EEE","2014B",437971,790837,71,4
"CCC","2014B",581611,729671,140,1
"CCC","2014B",633112,729792,30,1
"FFF","2014B",484223,779523,119,1
"CCC","2014B",578655,729798,135,5
"DDD","2014B",630596,773247,159,1
"DDD","2014B",628915,772733,225,6
"DDD","2014B",505561,772702,81,1
"CCC","2014B",548386,729792,222,27
"FFF","2014B",391114,779668,125,1
"GGG","2014B",620946,798618,63,1
"FFF","2014B",604338,779263,192,1
"BBB","2014B",334565,768348,108,7
"DDD","2014B",2343809,773030,-7,2
"EEE","2014B",617355,790732,21,5
"CCC","2014B",269676,729671,74,4
"FFF","2014B",579081,779075,31,7
"DDD","2014B",631945,773033,44,1
"BBB","2014B",2476144,768379,152,13
"CCC","2014B",2471283,730100,229,1
"FFF","2014B",317394,779266,79,1
"BBB","2014B",358956,768351,58,10
"BBB","2014B",625816,768340,220,5
"DDD","2014B",626556,773144,10,1
"DDD","2014B",615184,772729,118,4
"CCC","2014B",619447,729779,39,14
"CCC","2014B",595847,729671,135,2
"DDD","2014B",2450600,773059,-14,1
"BBB","2014B",633208,768377,54,2
"GGG","2014B",616851,798618,178,2
"CCC","2014B",629164,729671,96,5
"CCC","2014B",1951080,729813,37,1
"CCC","2014B",629164,729676,3,1
"CCC","2014B",630047,730059,16,1
"FFF","2014B",626778,779411,92,1
"DDD","2014B",2357168,773425,-5,4
"DDD","2014B",441213,772729,9,7
"BBB","2014B",618670,768376,37,1
"CCC","2014B",2436400,729789,0,1
"GGG","2014B",160479,798730,9,1
"FFF","2014B",625349,779614,86,1
"EEE","2014B",623100,790732,4,1
"DDD","2014B",400599,772729,5,6
"EEE","2014B",621414,790828,113,12
"DDD","2014B",599134,773001,-6,1
"GGG","2014B",285193,798622,220,11
"EEE","2014B",625541,790823,15,1
"FFF","2014B",613447,779075,44,1
"FFF","2014B",600702,779342,14,2
"EEE","2014B",571963,790934,32,1
"CCC","2014B",580525,730008,138,2
"GGG","2014B",633609,798832,156,1
"FFF","2014B",506038,779668,5,1
"BBB","2014B",631530,768771,92,1
"EEE","2014B",467144,790820,15,1
"FFF","2014B",268845,779387,12,1
"FFF","2014B",392207,779427,-12,5
"FFF","2014B",404170,779438,221,35
"CCC","2014B",625838,729683,198,2
"CCC","2014B",596903,730007,70,1
"DDD","2014B",536941,772729,87,1
"EEE","2014B",617365,790863,138,1
"CCC","2014B",2665399,729787,17,5
"BBB","2014B",622982,768348,95,1
"GGG","2014B",634273,798686,8,1
"FFF","2014B",402200,779089,76,10
"DDD","2014B",559872,773385,226,1
"FFF","2014B",348855,779568,83,1
"CCC","2014B",552913,730088,227,2
"DDD","2014B",2001102,773304,1,1
"GGG","2014B",204738,798618,160,2
"CCC","2014B",630047,729810,61,2
"CCC","2014B",1270832,729671,111,1
"CCC","2014B",609229,729671,239,6
"FFF","2014B",634070,779385,27,5
"CCC","2014B",625108,729786,196,2
"BBB","2014B",628180,768351,82,1
"DDD","2014B",1549107,773084,-3,1
"FFF","2014B",628034,779259,115,1
"FFF","2014B",487314,779089,181,1
"DDD","2014B",24213,773030,170,1
"CCC","2014B",472087,729842,209,4
"DDD","2014B",600670,773144,4,1
"CCC","2014B",502868,730035,89,1
"FFF","2014B",625548,779583,216,2
"DDD","2014B",323659,772729,148,1
"DDD","2014B",578815,773202,43,3
"CCC","2014B",622787,729787,14,13
"GGG","2014B",596382,798754,220,1
"DDD","2014B",566240,773090,225,1
"DDD","2014B",189442,773173,111,1
"FFF","2014B",585921,779424,220,1
"CCC","2014B",585455,730050,46,1
"DDD","2014B",630178,772705,-5,2
"DDD","2014B",501487,773202,171,2
"DDD","2014B",2545413,773030,17,1
"CCC","2014B",595189,730007,10,1
"FFF","2014B",618665,779619,227,1
"FFF","2014B",627860,779431,12,1
"CCC","2014B",552441,729674,160,4
"BBB","2014B",569663,768351,155,5
"DDD","2014B",624052,772729,128,2
"GGG","2014B",532441,798622,22,6
"GGG","2014B",629853,798635,93,2
"BBB","2014B",620408,768480,10,1
"FFF","2014B",365860,779089,-9,1
"FFF","2014B",1465407,779342,99,2
"CCC","2014B",119729,730006,-5,1
"CCC","2014B",603222,729787,17,1
"CCC","2014B",601550,730070,40,1
"FFF","2014B",590508,779076,28,2
"CCC","2014B",2063578,729788,119,1
"EEE","2014B",573558,790813,161,3
"FFF","2014B",631247,779429,60,1
"FFF","2014B",589565,779080,101,1
"DDD","2014B",563763,772994,127,7
"FFF","2014B",518210,779075,24,4
"CCC","2014B",1930146,729782,111,15
"CCC","2014B",236620,729818,117,2
"GGG","2014B",620808,798620,167,6
"CCC","2014B",550092,729830,150,1
"FFF","2014B",630015,779359,149,1
"FFF","2014B",315025,779346,193,18
"DDD","2014B",138416,772705,169,2
"CCC","2014B",626614,729671,9,1
"CCC","2014B",560311,729678,241,1
"CCC","2014B",628506,729790,51,1
"CCC","2014B",170864,729671,127,13
"GGG","2014B",497619,798622,93,17
"FFF","2014B",2516163,779089,178,1
"BBB","2014B",547018,768336,4,7
"CCC","2014B",588707,730063,21,1
"FFF","2014B",423648,779089,128,1
"BBB","2014B",582742,768351,83,5
"DDD","2014B",570049,772733,64,1
"CCC","2014B",488431,729671,7,2
"CCC","2014B",559770,729671,49,3
"EEE","2014B",611502,790832,184,4
"FFF","2014B",553160,779628,52,2
"BBB","2014B",60416,768348,210,1
"EEE","2014B",611407,790732,39,5
"CCC","2014B",2063578,730016,-4,2
"CCC","2014B",505235,730035,38,2
"CCC","2014B",634157,729683,46,9
"CCC","2014B",610287,729671,4,2
"CCC","2014B",2147713,729678,12,1
"CCC","2014B",1115623,729671,16,1
"FFF","2014B",634431,779586,9,2
"FFF","2014B",634111,779675,144,1
"DDD","2014B",621883,773099,205,3
"CCC","2014B",547287,729678,101,2
"EEE","2014B",426616,790732,58,4
"CCC","2014B",635416,730123,31,1
"BBB","2014B",612756,768545,100,1
"DDD","2014B",624881,773122,74,1
"EEE","2014B",634570,790843,201,8
"CCC","2014B",628383,729842,183,2
"CCC","2014B",555706,729678,225,4
"FFF","2014B",505017,779089,129,13
"CCC","2014B",555604,729790,64,18
"DDD","2014B",614217,773002,1,1
"EEE","2014B",426316,790815,113,3
"FFF","2014B",590508,779521,168,1
"FFF","2014B",565348,779075,-1,7
"DDD","2014B",625218,772705,128,7
"CCC","2014B",351577,729671,210,1
"FFF","2014B",228138,779831,51,1
"EEE","2014B",585393,790921,117,3
"CCC","2014B",476937,729787,0,2
"FFF","2014B",618519,779089,112,4
"CCC","2014B",543170,730050,65,1
"CCC","2014B",410203,729671,115,1
"FFF","2014B",179081,779653,73,2
"FFF","2014B",2336654,779451,-18,1
"BBB","2014B",629886,768783,217,1
"GGG","2014B",589053,798633,176,13
"GGG","2014B",634316,798622,100,1
"DDD","2014B",327449,773202,161,1
"CCC","2014B",388750,730075,67,1
"CCC","2014B",585393,729678,184,1
"DDD","2014B",1612600,773080,109,1
"DDD","2014B",627879,773234,0,1
"DDD","2014B",291005,773151,-7,1
"FFF","2014B",611350,779262,215,69
"CCC","2014B",578958,729789,8,3
"GGG","2014B",634323,798620,117,5
"CCC","2014B",625614,730007,15,1
"FFF","2014B",629291,779260,22,40
"FFF","2014B",589454,779089,-10,1
"CCC","2014B",2697181,729789,-18,1
"FFF","2014B",610094,779671,87,1
"FFF","2014B",2564619,779631,125,1
"EEE","2014B",634193,790828,41,6
"CCC","2014B",586716,730068,9,1
"CCC","2014B",620876,729789,-6,1
"FFF","2014B",482843,779264,196,2
"CCC","2014B",623732,730116,114,1
"BBB","2014B",632084,768780,166,1
"DDD","2014B",2668106,772991,63,1
"FFF","2014B",2256318,779076,67,5
"DDD","2014B",631514,772705,112,1
"CCC","2014B",625077,730092,119,1
"FFF","2014B",634111,779351,54,1
"CCC","2014B",600073,730035,207,1
"BBB","2014B",483031,768771,142,3
"CCC","2014B",544839,730006,-8,1
"FFF","2014B",600702,779405,148,4
"GGG","2014B",299536,798622,30,1
"DDD","2014B",613834,773419,72,1
"BBB","2014B",631441,768348,176,2
"FFF","2014B",630264,779429,98,1
"CCC","2014B",2644404,730035,39,1
"EEE","2014B",585393,790863,150,6
"CCC","2014B",625574,730078,138,1
"FFF","2014B",2025233,779671,81,1
"EEE","2014B",600623,790927,59,1
"FFF","2014B",633303,779075,34,5
"EEE","2014B",368306,790732,98,2
"FFF","2014B",546071,779647,57,6
"FFF","2014B",627366,779527,19,4
"EEE","2014B",622609,790810,221,4
"DDD","2014B",333308,772705,115,5
"DDD","2014B",395288,772705,108,2
"CCC","2014B",630613,729790,214,1
"BBB","2014B",599161,768348,52,8
"EEE","2014B",629342,790732,147,1
"DDD","2014B",626172,773339,39,1
"GGG","2014B",608596,798758,114,3
"CCC","2014B",1095916,729678,232,2
"DDD","2014B",634094,772705,75,1
"FFF","2014B",627727,779675,20,4
"FFF","2014B",628140,779076,65,1
"DDD","2014B",609265,773391,123,1
"FFF","2014B",251375,779379,6,1
"DDD","2014B",2588543,772705,21,3
"DDD","2014B",239459,772705,229,1
"CCC","2014B",629710,729791,201,1
"FFF","2014B",600388,779652,23,1
"DDD","2014B",608322,772705,-8,2
"DDD","2014B",631771,773112,22,1
"FFF","2014B",633219,779653,132,3
"DDD","2014B",631322,773202,28,2
"CCC","2014B",627784,730035,130,1
"DDD","2014B",630301,772729,2,4
"CCC","2014B",42638,729842,180,1
"BBB","2014B",631766,768419,203,1
"DDD","2014B",2669736,772729,17,2
"BBB","2014B",630944,768336,114,1
"FFF","2014B",613952,779355,54,18
"DDD","2014B",532194,772729,94,1
"CCC","2014B",576782,729787,15,4
"CCC","2014B",585397,729842,199,9
"CCC","2014B",338731,729815,126,20
"BBB","2014B",614583,768336,7,1
"FFF","2014B",1072259,779639,168,1
"EEE","2014B",632641,790862,30,2
"FFF","2014B",2569942,779262,129,4
"FFF","2014B",581598,779668,88,1
"FFF","2014B",260062,779089,213,1
"CCC","2014B",131145,729779,63,1
"GGG","2014B",619481,798688,133,1
"CCC","2014B",83219,729789,18,6
"CCC","2014B",1855583,729671,76,1
"DDD","2014B",629710,772729,233,1
"GGG","2014B",634498,798628,222,1
"CCC","2014B",583906,730099,224,1
"CCC","2014B",579340,730050,2,1
"GGG","2014B",624455,798620,25,1
"BBB","2014B",1864697,768346,90,1
"FFF","2014B",436590,779349,10,1
"CCC","2014B",516496,729671,144,1
"FFF","2014B",565109,779076,11,2
"CCC","2014B",62278,730035,31,1
"FFF","2014B",348855,779089,47,3
"BBB","2014B",560920,768376,24,1
"FFF","2014B",30531,779671,50,1
"CCC","2014B",560114,730028,112,1
"CCC","2014B",588676,729671,99,7
"BBB","2014B",625857,768348,16,1
"CCC","2014B",582879,729830,139,1
"DDD","2014B",465413,773302,25,1
"FFF","2014B",526303,779382,162,1
"DDD","2014B",577954,772705,7,2
"BBB","2014B",89092,768393,66,2
"DDD","2014B",1332356,773080,-6,1
"FFF","2014B",439433,779344,123,8
"DDD","2014B",620437,772729,133,5
